point_id,premium_pp,pv_premiums,pv_claims,pv_expenses,pv_commissions,pv_net_cf
2175,146.5800000000,17406.6760450158,11604.1455347423,934.9012987172,1676.2816435983,3191.3475679581
2176,60.0600000000,5239.6587014421,3493.3162217287,756.5966414806,686.9623740165,302.7834642163
2177,2.4700000000,294.9708004720,196.4042669300,938.6129255746,28.2519396504,-868.2983316830
2178,37.8500000000,3299.7582448099,2200.1208756794,756.2725330342,432.9077744539,-89.5429383576
2179,105.5800000000,15352.7209612512,10235.0477027940,1093.2784533794,1207.4968996611,2816.8979054168
2180,99.4700000000,11835.2342247137,7890.4826288627,936.1820858981,1137.6038326760,1870.9656772769
2181,41.9800000000,5016.8739424641,3344.2247914894,939.0835389281,480.1800406052,253.3855714414
2182,42.2800000000,5049.1358072691,3366.1509082171,938.6129255746,483.6000034083,260.7719700691
2183,22.7500000000,3314.8336655667,2209.5386684869,1094.9662915433,260.1978831057,-249.8691775692
2184,53.0900000000,6327.3619646972,4218.3002748755,937.2848285391,607.2046423772,564.5722189053
2185,267.5300000000,23171.7512598779,15448.1056841663,753.2396180813,3058.7153256392,3911.6906319912
2186,59.2800000000,7025.7296811860,4684.0221171016,933.6011095794,677.8816402246,730.2248142804
2187,38.6200000000,4580.4426331417,3053.6665259613,934.0736028865,441.6391488493,151.0633554446
2188,146.5800000000,21314.6603381342,14209.6578940456,1093.2784533794,1676.4055271105,4335.3184635987
2189,58.7100000000,6990.7356714204,4660.5584553170,936.6776962357,671.4620568591,722.0374630086
2190,27.5800000000,3291.3022744012,2193.8602495952,938.1427889439,315.4534152350,-156.1541793730
2191,5.3600000000,640.5103246235,426.9079637838,939.0386843848,61.3091764951,-786.7455000403
2192,27.2200000000,3251.6779957430,2168.0338802793,938.8222665727,311.3465509398,-166.5247020487
2193,25.7300000000,3763.6451910083,2508.6307776142,1098.2245360874,294.3054346852,-137.5155573785
2194,20.2500000000,2414.6413349928,1609.4451720948,937.6160751321,231.6085186972,-364.0284309313
2195,65.7600000000,9585.6091625570,6390.7562754179,1095.3085042616,752.1212650437,1347.4231178338
2196,72.5800000000,6326.6766814495,4217.7975943444,756.2106627622,830.1241091373,522.5443152055
2197,3.2400000000,387.0476379944,258.2152711344,938.8222665727,37.0596188481,-847.0495185608
2198,5.6800000000,495.4866032437,330.0629757698,756.5599770292,64.9671627325,-656.1035122878
2199,27.1500000000,3244.5957012363,2163.1788614095,939.0835389281,310.5499786191,-168.2166777204
2200,63.9500000000,5576.4722313390,3717.9324679899,756.3829978112,731.4357887761,370.7209767617
2201,32.3600000000,2823.3054579953,1882.1914124464,756.6307199789,370.1332066632,-185.6498810932
2202,15.6500000000,1866.9304331351,1244.9259296523,937.8995482845,178.9987504980,-494.8937952997
2203,53.3400000000,4645.6406999081,3096.8613264908,755.8173576902,610.0386875158,182.9233282112
2204,38.4300000000,3353.8814521265,2236.1673191750,756.7683859227,439.5695996737,-78.6238526448
2205,61.1600000000,5327.7686670843,3552.0861770594,755.9089524359,699.4825310425,320.2910065465
2206,458.5900000000,65713.9907751798,43809.2223925492,1081.1023166841,5243.3329083808,15580.3331575657
2207,29.4100000000,3513.9097505060,2342.4755244809,938.9383947274,336.3980891602,-103.9022578625
2208,106.6700000000,15404.5797766434,10269.9493122891,1087.5315179624,1219.7981538926,2827.3007924992
2209,140.4300000000,12218.8993746414,8145.6599700861,755.3660261078,1605.9782544544,1711.8951239931
2210,104.1400000000,12390.8846100502,8260.3490020906,936.1820858981,1191.0130002501,2003.3405218113
2211,94.2600000000,8199.1833990572,5466.1686370275,755.2275891446,1077.9527065464,899.8344663387
2212,43.1500000000,6304.4973644274,4202.6795247049,1097.2602780930,493.5468937531,511.0106678764
2213,25.1000000000,2983.8211705240,1988.9905671281,935.5962830805,287.0518783798,-227.8175580644
2214,99.4500000000,14469.5779658770,9646.5722290517,1093.7544670621,1137.4025132795,2591.8487564836
2215,92.7200000000,10907.5897871524,7271.9148801255,928.7304688664,1060.0397459824,1646.9046921782
2216,36.0700000000,5264.8742810074,3509.6506050412,1096.4346045105,412.5575640734,246.2315073823
2217,198.1700000000,17195.6196568775,11463.6905002376,754.0882497416,2265.9443612160,2711.8965456822
2218,49.5700000000,4325.1156713687,2883.5729022568,756.6624014288,566.9832584898,117.8971091933
2219,49.7600000000,7271.7375207285,4847.5540186798,1097.4304909789,569.1541521496,757.5988589202
2220,24.5000000000,2137.2221442730,1425.0954365591,756.5599770292,280.2280786877,-324.6613480029
2221,42.2400000000,3683.7381551300,2456.0077231640,756.4322921394,483.1281260454,-11.8299862188
2222,155.7300000000,22645.1907112678,15096.6953616211,1093.2784533794,1781.0522086022,4674.1646876651
2223,7.8300000000,682.2104244576,454.5258499530,755.9935047728,89.5521079494,-617.8610382177
2224,75.2000000000,10984.8076740038,7323.3264906928,1097.0767788299,860.1286333598,1704.2757711213
2225,13.9900000000,1671.7797465452,1114.2297854758,939.0386843848,160.0215259639,-541.5102492793
2226,78.3100000000,6817.3720226507,4545.1011830127,755.6102914559,895.5921291549,621.0684190272
2227,9.6400000000,1407.0803456865,937.9238685886,1096.4346045105,110.2593545236,-737.5374819363
2228,125.1600000000,14795.2146786308,9863.7682163870,931.8958594654,1431.1227544522,2568.4278483263
2229,63.8300000000,5563.1573629168,3708.7824686466,756.1438402539,730.0409177423,368.1901362740
2230,53.7500000000,6379.0902875515,4252.3887099871,934.5057179604,614.6708319030,577.5250277010
2231,53.2300000000,4627.0667847519,3084.5878653814,754.9124345824,608.7118563761,178.8546284119
2232,10.8600000000,941.8235353933,627.7210713471,753.8312137160,124.1731084829,-563.9018581527
2233,42.0300000000,4968.3834527233,3312.6439623956,931.8958594654,480.5855654333,243.2580654291
2234,359.5100000000,51612.5738914692,34408.3153601335,1082.6437912211,4110.6329862499,12010.9817538647
2235,64.1600000000,7661.1419725196,5107.0700816232,938.5322790142,733.8611415177,881.6784703646
2236,40.2500000000,4773.7653025363,3182.4355963332,934.0736028865,460.2790197095,196.9770836071
2237,48.3700000000,5774.9506148952,3850.2235929845,938.4454697809,553.2529142720,433.0286378579
2238,39.5600000000,4714.8321590398,3143.0472636327,937.2848285391,452.4583848643,182.0416820037
2239,34.6100000000,4133.1738479088,2755.1154111016,938.6129255746,395.8702960729,43.5752151598
2240,23.3700000000,2790.8775736963,1860.3848617537,938.6129255746,267.3068136152,-275.4270272472
2241,33.1900000000,2895.0371662551,1929.7523340797,756.5205193927,379.6213280587,-170.8570152760
2242,32.0600000000,3830.8327432396,2554.1293017736,938.9903837852,366.7103390648,-28.9972813841
2243,33.1700000000,4743.3282174549,3162.6947077208,1079.4039103234,379.2381689958,121.9914304149
2244,4.2600000000,621.6161219612,414.5685206487,1096.1853728800,48.7242605189,-937.8620320865
2245,81.8200000000,7122.9393295017,4748.4964166759,755.6102914559,935.7342358250,683.0983855449
2246,27.1100000000,3238.8318832003,2159.2834692450,938.8824522502,310.0893012530,-169.4233395479
2247,45.3600000000,3958.4791936839,2639.1635198974,756.7447129152,518.8346638733,43.7362969981
2248,37.0100000000,5412.9180945661,3608.7620399389,1098.1153248667,423.3273714265,282.7133583340
2249,33.6200000000,2934.3672913055,1956.0282334406,756.8108245191,384.5540112090,-163.0257778632
2250,35.9900000000,3139.5357131586,2092.9875757639,756.5599770292,411.6493286519,-121.6611682863
2251,1.7600000000,153.6135167370,102.6487119590,756.8108245191,20.1313224190,-725.9773421602
2252,16.3400000000,1949.9593605408,1300.0653330935,938.1427889439,186.8929951030,-475.1417565996
2253,59.4700000000,8665.1937622527,5776.7456754416,1094.9662915433,680.1744223427,1113.3073729251
2254,147.1000000000,17278.3231936039,11519.2451319421,927.7291392802,1681.6740555972,3149.6748667844
2255,21.6800000000,2589.3485901220,1726.1329737394,938.6878670654,247.9774839462,-323.4497346290
2256,39.2400000000,3424.3986675520,2283.1106899941,756.7447129152,448.8331616046,-64.2898969619
2257,136.2600000000,11834.9782242545,7889.9134502833,754.5370947577,1558.1296364048,1632.3980428086
2258,99.8400000000,14509.0472083203,9672.6725380021,1092.7603591096,1141.8353941326,2601.7789170759
2259,53.4600000000,4664.8227390223,3110.0590318311,756.6918581469,611.4795337528,186.5923152914
2260,12.0600000000,1441.1482304028,960.5429185136,939.0386843848,137.9456471140,-596.3790196096
2261,22.4100000000,3277.5869899818,2184.5898777487,1098.1153248667,256.3298133928,-261.4480260264
2262,71.3300000000,6192.5745247404,4128.3867410969,754.3228133681,815.6352974103,494.2296728651
2263,26.1200000000,2279.7642370286,1519.7712076149,756.8108245191,298.7671259006,-295.5849210061
2264,27.7200000000,2419.1931785831,1612.8243316918,756.7683859227,317.0665964859,-267.4661355174
2265,222.4800000000,19240.1150971629,12826.5670354384,752.5246171233,2543.4319774933,3117.5914671079
2266,57.7700000000,5037.5731165669,3358.1325517328,756.3829978112,660.7512981641,262.3062688587
2267,10.4800000000,1251.5360279134,834.7181344525,938.6129255746,119.8705779498,-641.6656100635
2268,101.3200000000,12075.5003628389,8050.6122893049,937.2848285391,1158.8241545614,1928.7790904336
2269,147.9700000000,17605.9073914838,11737.0929104332,936.1820858981,1692.2814830710,3240.3509120814
2270,248.8900000000,29497.8721381644,19664.9873692664,933.6011095794,2846.1194574139,6053.1642019047
2271,17.0100000000,1484.7000099079,990.0383115922,756.8298005211,194.5651291384,-456.7332313438
2272,18.6400000000,2715.9780011500,1810.2244512905,1094.9662915433,213.1907051029,-402.4034467866
2273,67.9000000000,8090.1626584111,5393.7385982052,937.0984891794,776.5834601233,982.7421109032
2274,56.5500000000,4933.0576432098,3288.9804762004,756.5599770292,646.8121571343,240.7050328459
2275,63.5500000000,7582.4968858320,5054.9891310804,938.0257820855,726.8653506200,862.6166220461
2276,275.1000000000,39728.1325260579,26485.6587527456,1087.5315179624,3145.8373688560,9009.1048864940
2277,58.7300000000,8584.1959169929,5722.4751525533,1097.5884505866,671.7556338734,1092.3766799795
2278,25.5600000000,3052.4103886897,2034.9664323582,938.6129255746,292.3561042364,-213.5250734795
2279,112.3400000000,13371.7716311228,8914.1536086438,936.4401288793,1284.8096392113,2236.3682543884
2280,247.4000000000,29104.1599799559,19403.0999838862,928.7304688664,2828.4494516397,5943.8800755636
2281,408.7700000000,58321.2834600600,38881.3113447991,1077.5309870471,4673.3439060096,13689.0972222042
2282,138.1300000000,16428.1286342228,10951.8213125759,935.9015508839,1579.7234171903,2960.6823535727
2283,54.1000000000,6463.3273655896,4309.1582959224,938.8824522502,618.8060198372,596.4805975798
2284,15.7800000000,1377.3926352227,918.2226347125,756.8474066171,180.4964516615,-478.1738577684
2285,20.5900000000,1797.1765552030,1198.0295535233,756.8298005211,235.5141686631,-393.1969675046
2286,227.0400000000,26709.0076065044,17805.9971831110,928.7304688664,2595.6797231216,5378.6002314055
2287,22.4500000000,1956.3458661628,1304.3373789093,756.0716187804,256.7643399082,-360.8274714351
2288,167.5100000000,19801.4254619483,13201.1334023826,931.8958594654,1915.3673106287,3753.0288894716
2289,40.6500000000,5911.0447724461,3940.4933655757,1093.2784533794,464.9057489224,412.3672045687
2290,30.6500000000,2674.2948421919,1782.7611580579,756.6624014288,350.5756883743,-215.7044056691
2291,118.1300000000,14055.4561070216,9369.9481217744,936.1820858981,1351.0117699207,2398.3141294282
2292,16.6400000000,1439.0305430456,959.3855018377,752.5246171233,190.2315179139,-463.1110938293
2293,198.6700000000,23507.1098509493,15671.3920069606,932.5173167244,2271.7266863382,4631.4738409261
2294,44.4600000000,5302.6596680257,3535.1128907622,937.7632772109,508.5131071089,321.2703929436
2295,9.5000000000,1128.1445110360,752.2687450109,934.9012987172,108.6415310014,-667.6670636935
2296,110.3300000000,9541.3605657586,6361.1430013150,752.5246171233,1261.3127026107,1166.3802447096
2297,6.1300000000,720.0280161577,479.9685471643,927.7291392802,70.0792791354,-757.7489494222
2298,86.4500000000,12590.7812093073,8394.0119630311,1094.5951237908,988.7428590229,2113.4312634625
2299,130.3100000000,11312.9733116349,7542.2450077732,754.3228133681,1490.0523707491,1526.3531197445
2300,47.9100000000,5714.1346085270,3809.4564632160,937.7632772109,547.9726262166,418.9422418835
2301,30.5600000000,3626.8837058153,2417.6887423717,934.5057179604,349.4761046132,-74.7868591299
2302,5.6000000000,817.3910721830,544.6009559547,1096.4346045105,64.0510773166,-887.6955655988
2303,68.1600000000,5943.5863532145,3962.4118982671,756.3829978112,779.5881683031,445.2032888330
2304,105.6500000000,9186.9657776418,6124.7475878535,755.0768121019,1208.1855514522,1098.9558262342
2305,6.3800000000,556.7398772993,371.2153136721,756.7192474217,72.9751822093,-644.1698660037
2306,36.2900000000,4304.0979584856,2869.7107111444,934.0736028865,414.9944254723,85.3192189824
2307,83.6500000000,9927.6446986732,6618.6372663508,934.5057179604,956.5993504872,1417.9023638747
2308,71.5400000000,6213.6675632112,4142.2045613987,754.5370947577,818.0580815236,498.8678255312
2309,30.3800000000,2647.3847400457,1764.6917479361,756.0716187804,347.4610532923,-220.8396799631
2310,94.4500000000,13655.6560083299,9103.8266411681,1088.4939688877,1080.0833145731,2383.2520837011
2311,8.5800000000,748.8658940928,498.9867942450,756.8108245191,98.1401967928,-605.0719214641
2312,1.4000000000,122.1752837557,81.2050313815,756.7447129152,16.0134155516,-731.7878760926
2313,53.7500000000,7834.9527446387,5223.0935374732,1095.3085042616,614.7584853421,901.7922175618
2314,44.3400000000,5298.1635631704,3531.7443103835,938.9903837852,507.1720659430,320.2568030586
2315,22.2100000000,3245.0263375187,2163.5095778067,1097.2602780930,254.0365355795,-269.7800539605
2316,89.8000000000,13114.3996898739,8743.3894099135,1096.8788562489,1027.1164585621,2247.0149651495
2317,32.1300000000,4688.3863846509,3125.2088479672,1096.1853728800,367.4907254633,99.5014383405
2318,30.0500000000,2620.9085390619,1747.3561007471,756.4780410728,343.7046819367,-226.6302846947
2319,56.5200000000,6748.8738199315,4499.2208060574,938.5322790142,646.4749332696,664.6458015904
2320,52.6100000000,4587.6185158834,3058.2992881852,756.3829978112,601.7331797891,171.2030500979
2321,86.9700000000,7557.0348549399,5038.0556864745,754.7330514445,994.5237221716,769.7223948494
2322,62.9800000000,5486.3124698001,3657.3331748982,755.9089524359,720.2977404359,352.7726020301
2323,3.0700000000,267.9265172529,178.5302731141,756.7683859227,35.1152399427,-702.4873817266
2324,19.8900000000,1735.2116478802,1156.9743896751,756.5966414806,227.5005264600,-405.8599097356
2325,24.5000000000,2138.4568043941,1425.4333113680,756.8298005211,280.2378403228,-324.0441478179
2326,88.1700000000,10356.4225423525,6904.1629476704,927.7291392802,1007.9755369273,1516.5549184746
2327,5.5500000000,482.6091818827,321.8258174242,755.0768121019,63.4683370616,-657.7617847049
2328,74.7500000000,6518.2376746300,4345.2759117202,756.3829978112,854.9620830495,561.6166820491
2329,53.7500000000,7786.9322446260,5190.8114873483,1090.1749041379,614.6823464552,891.2635066845
2330,53.4400000000,4662.7835682458,3108.5815921087,756.6624014288,611.2484432862,186.2911314221
2331,60.8000000000,7258.9827865543,4839.4348853358,938.4454697809,695.4264458908,785.6759855467
2332,86.8700000000,12676.0076325747,8450.8198439928,1096.1853728800,993.5860355118,2135.4163801900
2333,7.7100000000,921.1915734920,614.0469821455,938.9383947274,88.1886864136,-719.9824897944
2334,90.2200000000,10757.9724070641,7172.3479720532,937.6160751321,1031.8874349069,1616.1209249720
2335,25.1000000000,3664.6721043499,2443.4415935773,1096.6652581846,287.0877709354,-162.5225183475
2336,13.6100000000,1621.1114743279,1080.6394879873,936.8966040123,155.6582617103,-552.0828793820
2337,69.5500000000,6054.7595987148,4036.6130988546,755.6102914559,795.4084099441,467.1277984601
2338,8.4400000000,736.4591080686,491.0619523944,756.6918581469,96.5373599864,-607.8320624591
2339,105.8000000000,9212.6760846550,6141.8429831741,755.7180513530,1209.9978435420,1105.1172065859
2340,16.2200000000,1414.0575622408,942.9089467197,756.2725330342,185.5155641121,-470.6394816251
2341,172.6600000000,14973.7800755987,9982.2960614222,753.8312137160,1974.1923490471,2263.4604514134
2342,331.7800000000,39084.9280115483,26056.3880423699,929.6388554362,3793.2963433655,8305.6047703767
2343,381.7200000000,44905.5777993079,29937.1822868717,928.7304688664,4364.0894287790,9675.5756147909
2344,49.9300000000,4357.2942270864,2904.6415071060,756.7447129152,571.1070274954,124.8009795698
2345,69.6300000000,8312.0325217431,5541.6721937309,938.3519954833,796.4196375112,1035.5886950176
2346,290.1000000000,41841.0892818805,27894.0390098926,1086.4759890134,3317.2861259433,9543.2881570312
2347,3.3700000000,402.6479380893,268.3612736784,938.9383947274,38.5468058643,-843.1985361808
2348,40.0800000000,3496.8505178138,2331.1874554919,756.6307199789,458.4344537411,-49.4021113981
2349,33.0700000000,2884.0251134032,1922.4764224408,756.4322921394,378.2444869395,-173.1280881165
2350,10.7300000000,1566.6108238914,1044.4515047056,1096.6652581846,122.7271626350,-697.2331016338
2351,44.0400000000,6438.1762112383,4292.4002114152,1097.7350963539,503.7328594552,544.3080440140
2352,40.9000000000,5871.7539766935,3914.7185140272,1082.6437912211,467.6501046914,406.7415667538
2353,96.2600000000,14036.7826567049,9357.9825357672,1095.6242774865,1100.9696794961,2482.2061639550
2354,46.5500000000,4057.6853061652,2705.3550226351,756.2106627622,532.4094417242,63.7101790438
2355,62.0000000000,7389.2718367155,4925.9454190267,937.2848285391,709.1107143980,816.9308747517
2356,395.1800000000,46553.6857303143,31035.9141225824,929.6388554362,4518.1591686394,10069.9735836563
2357,20.6900000000,2944.5149529227,1963.1202201297,1075.4639149027,236.5318573100,-330.6010394197
2358,6.9700000000,832.9588227483,555.2987881779,939.0835389281,79.7249853030,-741.1484896606
2359,123.6200000000,17873.0777739518,11915.7119340059,1088.4939688877,1413.6569544470,3455.2149166111
2360,17.3200000000,2519.9908533835,1679.7513831682,1093.7544670621,198.0875970840,-451.6025939308
2361,106.5700000000,12668.7578542925,8446.2064223818,935.5962830805,1218.7696684833,2068.1854803468
2362,10.7800000000,1288.0965992552,858.7158859411,938.9903837852,123.3043498166,-632.9140202877
2363,100.7800000000,8782.2065207968,5854.7632573666,756.0716187804,1152.6374243184,1018.7342203314
2364,139.2800000000,20285.0665914671,13523.6859404391,1094.5951237908,1592.9682522234,4073.8172750138
2365,137.5500000000,11904.9691058945,7936.5296394602,752.8992265782,1572.5675912411,1642.9726486150
2366,98.4800000000,8560.4647184363,5707.0249356011,754.9124345824,1126.1683940620,972.3589541908
2367,17.9100000000,2600.9756629877,1733.7429978635,1092.1959456200,204.8276724960,-429.7909529918
2368,28.1600000000,4117.9795715627,2745.7839279125,1097.9977895315,322.0984156673,-47.9005615486
2369,70.2700000000,10256.7983289823,6837.7675580976,1096.4346045105,803.7266433999,1518.8695229743
2370,65.8500000000,7863.8976563073,5242.9027922150,938.6129255746,753.1944234730,929.1875150447
2371,15.6100000000,2281.1861474793,1520.8012607623,1097.4304909789,178.5469516691,-515.5925559310
2372,182.4400000000,15838.6835313842,10559.1430108825,754.3228133681,2086.1419270929,2439.0757800407
2373,121.0500000000,14418.4822900357,9612.5455407633,936.8966040123,1384.4550022064,2484.5851430537
2374,103.4900000000,8995.9635835802,5997.2126441910,754.9124345824,1183.4602670743,1060.3782377324
2375,33.8300000000,4029.5518865916,2686.1610129970,936.8966040123,386.9154293651,19.5788402172
2376,54.4500000000,6483.4876053286,4322.2040943923,936.6776962357,622.7407425648,601.8650721358
2377,15.4900000000,1851.0270388839,1233.7640153353,939.0386843848,177.1789447592,-498.9546055954
2378,105.7100000000,9206.7993698403,6138.0487414941,755.8173576902,1208.9836831140,1103.9495875420
2379,79.0100000000,9421.2746606311,6280.9629536622,937.6160751321,903.6735339392,1299.0220978976
2380,57.1400000000,4985.9328714503,3323.8547117852,756.6918581469,653.5716527991,251.8146487192
2381,28.4300000000,2476.5935775868,1651.0622785961,755.9089524359,325.1518698093,-255.5295232546
2382,87.9700000000,10481.4669964716,6987.5640578551,937.0984891794,1006.1273488519,1550.6771005853
2383,12.3500000000,1474.4808785188,983.2878714391,938.4454697809,141.2584968216,-588.5109595228
2384,116.6800000000,16751.0086552714,11167.2496558038,1082.6437912211,1334.1177069779,3166.9975012685
2385,173.7300000000,15047.3903725884,10031.4688583456,753.2396180813,1986.2842055967,2276.3976905649
2386,71.6400000000,8542.4644562411,5694.9598397200,937.6160751321,819.3794705911,1090.5090707979
2387,6.3200000000,924.2056424814,616.1271252877,1097.9977895315,72.2891330617,-862.2084053995
2388,35.5300000000,3101.0728691281,2067.2310047295,756.8108245191,406.4010713342,-129.3700314547
2389,48.2200000000,6922.6400184881,4615.2470902215,1082.6437912211,551.3468960445,673.4022410009
2390,160.3100000000,18885.1190835231,12589.7451839335,929.6388554362,1832.8510965246,3532.8839476288
2391,104.5200000000,15198.5830163855,10132.6972257660,1093.2784533794,1195.3738961222,2777.2334411179
2392,140.9800000000,20359.4043021579,13573.1493834932,1087.5315179624,1612.1415930982,4086.5818076041
2393,3.0100000000,359.6047203406,239.9203854717,938.8824522502,34.4289486083,-853.6270659896
2394,18.7700000000,1638.2532438371,1092.0682411192,756.8108245191,214.6959782984,-425.3218000996
2395,61.4300000000,5358.3047039184,3572.2668993551,756.5205193927,702.6254348493,326.8918503213
2396,19.1200000000,2280.4060470682,1520.6472301727,937.7632772109,218.6857986487,-396.6902589641
2397,59.4400000000,8673.4418519655,5782.6993649461,1096.1853728800,679.8521232972,1114.7049908423
2398,28.0200000000,2445.1177683271,1630.1194209079,756.7192474217,320.4960196716,-262.2169196740
2399,15.6000000000,2282.1595088365,1521.8371850227,1098.3260134850,178.4367214414,-516.4404111125
2400,337.9500000000,39907.6602546945,26604.9120371090,931.2135751301,3864.1162073466,8507.4184351088
2401,5.1100000000,743.4845993528,495.9265988401,1093.7544670621,58.4427032967,-904.6391698462
2402,49.8500000000,4338.6628678317,2892.5695309119,755.4932545847,570.1010413239,120.4990410112
2403,134.9100000000,19628.8663989589,13086.0631564914,1093.7544670621,1542.9559886027,3906.0927868027
2404,129.2900000000,11198.2795215102,7465.6935197989,753.2396180813,1478.1942378495,1501.1521457804
2405,16.0100000000,1912.1527180744,1274.9249623668,938.6878670654,183.1235940027,-484.5837053605
2406,27.6000000000,3290.2746014232,2193.1794004549,937.4569555241,315.6713338687,-156.0330884246
2407,33.9600000000,4053.9512342151,2702.8021748442,938.3519954833,388.4304307035,24.3666331841
2408,528.8400000000,75262.3145337660,50175.0432733151,1075.4639149027,6045.7954287016,17966.0119168466
2409,154.7700000000,22422.0186697817,14947.6145607901,1090.1749041379,1769.9420792721,4614.2871255815
2410,28.4600000000,4162.9748206800,2775.6385088950,1098.2245360874,325.5317789017,-36.4200032040
2411,9.1100000000,795.1245099284,530.3516784547,756.8108245191,104.2024700212,-596.2404630667
2412,48.5400000000,7093.4513516110,4728.7414201828,1097.4304909789,555.1998099948,712.0796304545
2413,26.3100000000,2295.2950455368,1530.1919347316,756.5966414806,300.9320689373,-292.4255996127
2414,195.2700000000,23124.7529821695,15416.6033279273,933.0839460749,2232.9074864286,4542.1582217387
2415,139.0800000000,16361.3846807287,10907.8723201882,928.7304688664,1590.0596189735,2934.7222727005
2416,89.0500000000,7755.7987312863,5170.7145293993,755.8173576902,1018.4466652285,810.8201789684
2417,255.3900000000,36783.4190244893,24522.1541079569,1085.3172731391,2920.3013964057,8255.6462469877
2418,214.2900000000,25276.0129011907,16850.5134879951,930.4637478382,2450.1053423252,5044.9303230321
2419,70.3500000000,10284.4163592329,6856.2196270320,1097.7350963539,804.6686344840,1525.7930013629
2420,26.4300000000,3857.7939353209,2571.7267364526,1096.4346045105,302.2982095497,-112.6656151920
2421,36.1100000000,4312.3059129728,2875.1402408921,938.6129255746,413.0273444436,85.5254020625
2422,23.6700000000,2066.0889528340,1377.3339520688,756.8474066171,270.7446774922,-338.8370833441
2423,10.6300000000,1269.9661718340,846.7778310765,938.8824522502,121.5879480752,-637.2820595679
2424,97.8100000000,14257.4274968021,9504.5235766039,1095.3085042616,1118.6888828151,2538.9065331215
2425,28.1700000000,2457.5621981289,1638.4250227980,756.5966414806,322.2066279728,-259.6660941224
2426,46.3700000000,6780.9201964973,4520.4979300998,1097.9977895315,530.3871993784,632.0372774876
2427,21.6400000000,3146.7406857499,2098.1847790728,1093.2784533794,247.4922609269,-292.2148076292
2428,54.0500000000,7902.8138309097,5268.8689046443,1097.8712831691,618.2301878390,917.8434552573
2429,45.8800000000,4003.4056727711,2669.1054419260,756.6918581469,524.7789189783,52.8294537199
2430,27.1400000000,3241.0961638904,2160.4469362301,938.6129255746,310.4281951869,-168.3918931012
2431,91.2600000000,13307.6748935268,8871.6995396120,1095.6242774865,1043.7823909289,2296.5686854993
2432,57.5500000000,5021.3921098905,3347.4369705670,756.6624014288,658.2587558218,259.0339820728
2433,2.7000000000,322.4742247846,215.1107961195,938.6878670654,30.8828047350,-862.2072431353
2434,108.8000000000,15870.9104498813,10580.7494532230,1095.9158827522,1244.4045446121,2949.8405692941
2435,39.7600000000,4737.3323608016,3158.4955755256,937.0984891794,454.7416550000,186.9966410966
2436,50.2900000000,4380.8614497657,2920.6041900266,755.9089524359,575.1631210943,129.1851862089
2437,96.0300000000,8369.5754592026,5579.9808742780,756.1438402539,1098.3209984458,935.1297462249
2438,71.3300000000,6192.5745247404,4128.3867410969,754.3228133681,815.6352974103,494.2296728651
2439,240.1300000000,28459.6570233333,18973.2541452219,933.6011095794,2745.9466644252,5806.8551041068
2440,42.0800000000,3672.9086664859,2448.7502216692,756.8298005211,481.3227886034,-13.9941443079
2441,83.4700000000,9942.2611875199,6627.9221929888,936.8966040123,954.6506322525,1422.7917582663
2442,19.4100000000,1694.1127044688,1129.1358315488,756.8108245191,222.0164591780,-413.8504107772
2443,78.7200000000,6853.0650698897,4568.5698638200,755.6102914559,900.2810931819,628.6038214319
2444,94.2100000000,13754.9306354901,9170.0925688372,1096.6652581846,1077.5513505908,2410.6214578775
2445,15.6800000000,1855.2951248950,1237.2151584443,932.5173167244,179.2956885377,-493.7330388114
2446,42.9200000000,6260.8407767363,4173.9541851527,1095.9158827522,490.8992927826,500.0714160488
2447,77.9700000000,11124.3742725270,7416.0539349753,1077.5309870471,891.4074524832,1739.3818980214
2448,12.1600000000,1452.8780199304,968.8296829406,938.9383947274,139.0887713087,-593.9788290463
2449,56.6500000000,8273.1708511287,5515.9025995805,1096.8788562489,647.9526434025,1012.4367518969
2450,114.3800000000,16537.1512359214,11024.8175837999,1088.4939688877,1307.9929012268,3115.8467820071
2451,119.8100000000,17470.8802212738,11647.0707859612,1095.6242774865,1370.3218086477,3357.8633491783
2452,67.5700000000,9872.4191637163,6581.7111294196,1097.2602780930,772.8612656060,1420.5864905978
2453,111.6300000000,13182.1041995311,8788.1687351495,931.2135751301,1276.3760681346,2186.3458211169
2454,602.4800000000,85742.4537862177,57161.4417037767,1075.4639149027,6887.6613529312,20617.8868146071
2455,24.8100000000,2960.2163294649,1973.7176663488,938.0257820855,283.7691478974,-235.2962668669
2456,18.1900000000,1583.1550163663,1055.6216391546,755.4932545847,208.0268393517,-435.9867167248
2457,52.1100000000,6204.8583859261,4136.6549287240,936.6776962357,595.9783304876,535.5474304788
2458,22.8400000000,1993.4845012914,1328.7305492468,756.8108245191,261.2496613924,-353.3065338669
2459,83.0800000000,12110.2860283643,8073.1950591232,1095.3085042616,950.2164644134,1991.5660005660
2460,78.5500000000,6808.0424769712,4538.7695946118,753.5492527343,898.1089861386,617.6146434864
2461,37.6100000000,5486.2586582724,3657.8200654832,1095.9158827522,430.1659459822,302.3567640548
2462,41.9700000000,3658.4543995651,2439.0799219820,756.2106627622,480.0263000895,-16.8624852686
2463,233.3600000000,20197.3361726756,13465.1315970453,752.8992265782,2667.9343736243,3311.3709754278
2464,235.4500000000,33958.9261338116,22639.5804987268,1086.4759890134,2692.3647650925,7540.5048809789
