policy_id,premium_pp,pv_premiums,pv_claims,pv_expenses,pv_commissions,pv_net_cf
2699,306.7600000000,757494.3217633268,871207.3745861398,12574.6280531317,0.0000000000,-126287.6808759448
2700,18.7600000000,91439.9281511057,69610.5001341759,25288.9348462677,0.0000000000,-3459.5068293379
2701,163.0200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2702,200.2000000000,437291.2470468514,574742.0908862989,11056.4466912373,0.0000000000,-148507.2905306847
2703,31.2600000000,302146.4692619016,241764.4573442460,50693.4032129274,0.0000000000,9688.6087047282
2704,4.0000000000,18810.9806369757,14764.0610916205,24719.7523721072,0.0000000000,-20672.8328267519
2705,123.7200000000,1472428.0764537365,1104785.1719311273,63134.0802522866,0.0000000000,304508.8242703226
2706,2.9100000000,24393.0297265264,16232.6132654342,64686.5067476632,1943.5901681868,-58469.6804547579
2707,41.2200000000,317908.3058984944,292652.0746957606,40297.6071343060,0.0000000000,-15041.3759315722
2708,34.3900000000,191672.6523333994,127643.7121043445,48928.9498216943,25276.6856600268,-10176.6952526662
2709,62.9700000000,263727.5069774253,237901.2308071195,21733.2731313484,0.0000000000,4093.0030389574
2710,1.7900000000,847.9157004804,778.7001715610,2376.3309570132,0.0000000000,-2307.1154280938
2711,110.8700000000,635227.1695903406,742366.4627662413,29501.0484191605,0.0000000000,-136640.3415950612
2712,15.4300000000,141916.4355335490,94604.9635892564,69173.2093886488,11108.8485740992,-32970.5860184555
2713,154.2100000000,724817.6317488658,613461.0197076974,25106.9519347543,0.0000000000,86249.6601064141
2714,97.0400000000,200342.3088977961,196398.3784364218,10551.6309979304,0.0000000000,-6607.7005365561
2715,48.7900000000,318207.8041526109,250237.2539844820,33688.0437285135,0.0000000000,34282.5064396153
2716,58.0400000000,171883.2492060361,114426.5325920681,22777.5489496939,13618.1796231463,21060.9880411278
2717,73.4400000000,495654.9677660704,405149.3970584687,36094.0453805037,0.0000000000,54411.5253270981
2718,15.1500000000,104567.2100029315,85327.4697580792,36692.4085950588,0.0000000000,-17452.6683502065
2719,57.3600000000,384415.1048986724,381241.2581012502,35092.4124115624,0.0000000000,-31918.5656141402
2720,135.1400000000,810.8400000000,1110.8768946657,30.0000000000,0.0000000000,-330.0368946657
2721,134.1100000000,344767.9703220665,450261.9848516346,13075.8558579605,0.0000000000,-118569.8703875287
2722,36.0200000000,55578.9294964319,49581.6765954116,8198.0321592243,0.0000000000,-2200.7792582039
2723,17.6900000000,76695.7654705296,51102.4260786517,37783.9362262028,10089.8110234628,-22280.4078577877
2724,108.8500000000,237947.2768188102,286011.5934220953,11038.2929784526,0.0000000000,-59102.6095817377
2725,84.7300000000,47968.1948205752,45976.5030451302,2850.5518446782,0.0000000000,-858.8600692331
2726,175.1000000000,879536.1941556025,809618.5913492051,25702.0404648576,0.0000000000,44215.5623415397
2727,0.9700000000,6665.2951420779,5154.4830219172,35520.3280932383,0.0000000000,-34009.5159730776
2728,84.5500000000,62631.6147326334,67701.2357883591,3726.8060542493,0.0000000000,-8796.4271099749
2729,30.7700000000,40984.1322565724,31745.0320397175,6882.5887832911,0.0000000000,2356.5114335637
2730,151.5900000000,559028.9068298240,429435.2549519772,19139.2973853786,0.0000000000,110454.3544924682
2731,212.8500000000,1915306.3725624245,1934264.4660415617,47301.1631757806,0.0000000000,-66259.2566549177
2732,19.0700000000,43476.5355589250,32139.9954713115,11841.6556892767,0.0000000000,-505.1156016632
2733,172.2300000000,447408.9383924425,473722.5642025886,13500.2299592765,0.0000000000,-39813.8557694226
2734,7.7800000000,6144.6815396806,4944.1052675345,4160.4650806064,0.0000000000,-2959.8888084604
2735,150.8500000000,272953.2790149660,184176.7689263078,9462.4891179154,30444.8878432554,48869.1331274875
2736,140.7100000000,24110.5967712733,16059.3098293398,1504.8036887923,3194.7132012585,3351.7700518828
2737,4.6900000000,18987.7248742775,19734.6194224711,20634.2835625411,0.0000000000,-21381.1781107346
2738,49.3300000000,279279.4776021752,186105.3850141114,42772.1003580987,21919.3672496437,28482.6249803215
2739,58.2200000000,813692.2809759420,619609.7466485179,75509.9320178732,0.0000000000,118572.6023095509
2740,208.6100000000,1499824.0323549455,1375824.3188625146,37405.4872648210,0.0000000000,86594.2262276100
2741,238.8600000000,1405467.0113766082,936879.0808357338,46474.8862982522,136486.5392851826,285626.5049574396
2742,65.2100000000,186046.1142179587,148099.1850424841,15274.7787523856,0.0000000000,22672.1504230889
2743,28.7700000000,172343.8163913983,152431.2347855724,30979.0071002649,0.0000000000,-11066.4254944390
2744,11.9000000000,54307.5446826326,36153.7323793960,36385.9232204503,5240.5145171025,-23472.6254343163
2745,62.5400000000,233742.5183811934,252808.3137765084,19408.2250729480,0.0000000000,-38474.0204682629
2746,11.5300000000,2661.7341132885,1771.5315028061,1853.5932113438,258.5154509223,-1221.9060517838
2747,78.8500000000,156174.1355098491,136586.8639555142,10118.9555758831,0.0000000000,9468.3159784518
2748,138.6500000000,961638.3135437362,668566.9541198883,36993.1553225836,31743.4899367342,224334.7141645302
2749,50.2100000000,52194.6387462400,43817.7770942074,5336.1545179587,0.0000000000,3040.7071340739
2750,59.4100000000,135705.0206622004,125768.8902371571,11711.5342592700,0.0000000000,-1775.4038342267
2751,184.5000000000,60813.6507616566,52462.0132118286,1695.9020160725,0.0000000000,6655.7355337554
2752,39.4600000000,41295.0554659077,38512.3082009037,5333.7299722425,0.0000000000,-2550.9827072386
2753,23.6200000000,35453.0482918182,34507.1139633720,7566.9204174052,0.0000000000,-6620.9860889589
2754,49.8100000000,293731.0806568620,195603.2250311520,51885.6763469430,38778.3989476454,7463.7803311215
2755,74.2200000000,107649.2437948463,110434.5809980503,7297.0465829662,0.0000000000,-10082.3837861701
2756,33.8200000000,4231.1785140571,4875.1284798141,627.6173434831,0.0000000000,-1271.5673092400
2757,62.6400000000,178748.6138797747,171520.7057686008,14502.8265473574,0.0000000000,-7274.9184361836
2758,102.2800000000,43091.8549024797,47753.3488015377,2112.6726935648,0.0000000000,-6774.1665926228
2759,193.3800000000,1490920.4445885462,1156747.1576041155,39997.4791782729,0.0000000000,294175.8078061577
2760,24.8700000000,75470.0749663385,66724.3073430444,15534.3348282154,0.0000000000,-6788.5672049213
2761,326.3000000000,763916.1458033165,741942.3187913753,11917.3282560015,0.0000000000,10056.4987559398
2762,36.3700000000,310955.3308132400,243770.3582849755,45902.2585232308,0.0000000000,21282.7140050337
2763,35.7700000000,238570.3108657244,215578.0605701692,34966.1628887865,0.0000000000,-11973.9125932313
2764,135.2200000000,394328.1252697221,262631.7475419308,25564.4367554999,52118.6934808666,54013.2474914248
2765,55.5200000000,250123.4475361169,217889.6660206285,22961.2438031232,0.0000000000,9272.5377123652
2766,6.9600000000,22469.3118356038,14985.5787441411,27996.5088528665,2945.5220642787,-23458.2978256825
2767,2.8900000000,11138.9807644071,9575.4239900238,19785.3019455398,0.0000000000,-18221.7451711566
2768,28.8100000000,14678.1014098141,15847.9475367241,2586.2233641401,0.0000000000,-3756.0694910502
2769,4.9900000000,17010.8325923043,15079.7758955754,17360.6662202431,0.0000000000,-15429.6095235143
2770,47.1900000000,121316.3391618391,80787.2704114408,22574.0213968324,16007.7315428460,1947.3158107199
2771,43.7400000000,121160.7405472231,116908.1662629941,14361.3502240151,0.0000000000,-10108.7759397861
2772,39.5800000000,318746.8633280193,212390.6100532417,70327.1944776176,41907.4787738233,-5878.4199766633
2773,51.0000000000,48008.5454599317,36383.2631278031,4878.7585916822,0.0000000000,6746.5237404464
2774,48.5400000000,42554.2282223159,39233.5245698734,4423.2768530831,0.0000000000,-1102.5732006407
2775,210.0300000000,2290731.1666516764,1908422.9002992823,57419.8553583271,0.0000000000,324888.4109940671
2776,43.9500000000,453648.2737745213,326988.3249151022,55987.9606007253,0.0000000000,70671.9882586938
2777,160.9800000000,134041.4742754656,148033.5797220625,4320.4696134454,0.0000000000,-18312.5750600422
2778,148.9000000000,3707.9046915287,4503.9501335743,124.7162317906,0.0000000000,-920.7616738362
2779,211.7900000000,574258.6306901474,765386.3561115810,13741.5768189108,0.0000000000,-204869.3022403444
2780,247.0700000000,1479448.5924160834,1268781.8860802930,30832.4541091873,0.0000000000,179834.2522266032
2781,17.2000000000,23480.0648337039,21333.7317374825,6993.7012400350,0.0000000000,-4847.3681438136
2782,190.0300000000,1219752.1981028351,1039250.4576804119,34318.7055373927,0.0000000000,146183.0348850305
2783,35.1800000000,155997.5390163494,152536.3338109246,22815.9149625950,0.0000000000,-19354.7097571701
2784,79.9300000000,132299.0818720056,115729.5067401724,8466.2787506034,0.0000000000,8103.2963812298
2785,7.2800000000,29729.7957570588,28752.4777879787,21068.7435500773,0.0000000000,-20091.4255809971
2786,11.7000000000,131418.7366650698,96360.6585759041,59719.1198577020,0.0000000000,-24661.0417685363
2787,38.4200000000,154090.8552714853,108563.4059605587,21361.1244051633,0.0000000000,24166.3249057634
2788,27.0500000000,46125.0651907078,32529.7263665137,8890.5900004135,0.0000000000,4704.7488237806
2789,25.3700000000,66939.2168109672,55581.9182258962,13682.0214752534,0.0000000000,-2324.7228901824
2790,42.5800000000,168237.1704171977,136299.4674098713,20306.0217689270,0.0000000000,11631.6812383995
2791,96.3200000000,269830.4505761925,226540.4907696024,14979.9340782017,0.0000000000,28310.0257283884
2792,43.8700000000,25916.4389682472,28293.5200523635,2987.9210031897,0.0000000000,-5365.0020873059
2793,14.3300000000,27150.0229729353,18083.0164409099,16583.2549570232,3574.7549427757,-11091.0033677735
2794,90.1000000000,891932.8776322326,756654.6016507745,51761.8934850422,0.0000000000,83516.3824964160
2795,68.2000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2796,129.3900000000,59937.8014659153,82677.4315243414,2343.8520344273,0.0000000000,-25083.4820928533
2797,56.5000000000,66862.6981161979,47795.2987612685,6165.9200816580,0.0000000000,12901.4792732715
2798,9.4200000000,8785.9308315472,8359.7953042572,4680.8364308132,0.0000000000,-4254.7009035232
2799,11.3600000000,79497.2952867952,52949.9051654195,53354.1437206606,6285.0940678832,-33091.8476671681
2800,224.6400000000,249292.6382761738,250607.8305863178,5619.6031984469,0.0000000000,-6934.7955085909
2801,37.4300000000,18290.8691998325,15631.2530235900,2500.5469289015,0.0000000000,159.0692473409
2802,21.3800000000,102864.3401428476,85163.5341170074,25746.5987746472,0.0000000000,-8045.7927488069
2803,30.3500000000,355816.3908574849,236904.6005868081,93298.1990815558,34342.5682487362,-8728.9770596152
2804,18.5200000000,31893.9734374647,25796.6700165917,8904.9403002493,0.0000000000,-2807.6368793763
2805,24.1800000000,85059.1749428104,56656.6345632826,30874.5889811324,11210.6507925215,-13682.6993941262
2806,62.3600000000,32402.7869543896,32976.2839147522,2603.4248957565,0.0000000000,-3176.9218561192
2807,4.4700000000,36946.6751249145,26190.5387986965,43094.7060764317,0.0000000000,-32338.5697502136
2808,29.1600000000,166032.2117009444,120678.4437665009,29605.7273297268,0.0000000000,15748.0406047167
2809,29.3200000000,235797.7335165154,156933.8154169916,64138.7157694558,22872.5449252717,-8147.3425952037
2810,155.1000000000,1563539.0553436968,1175541.8116317485,53503.4377691291,0.0000000000,334493.8059428193
2811,76.2500000000,132807.0233762676,88526.3281470826,15123.1368921685,17434.3457544071,11723.2125826093
2812,35.6400000000,245580.6057689467,163411.4621214669,61233.8812220335,32563.6849355498,-11628.4225101035
2813,24.2800000000,89640.1187339298,74231.4522630248,19195.8681623268,0.0000000000,-3787.2016914218
2814,8.1700000000,39897.4604639979,39019.0109538954,25017.9969320716,0.0000000000,-24139.5474219691
2815,25.1400000000,159281.7054808543,127527.5081732554,32797.1672398359,0.0000000000,-1042.9699322370
2816,96.2100000000,569444.8506801868,420155.6184848028,31439.6783887702,0.0000000000,117849.5538066138
2817,28.5200000000,178094.3203193601,118633.7250446534,49534.7216079524,17150.9101249048,-7225.0364581505
2818,62.5700000000,22134.7350630868,20780.1058173279,1771.7296103214,0.0000000000,-417.1003645625
2819,51.7000000000,312285.1761758730,335366.0948361565,31495.4065011375,0.0000000000,-54576.3251614210
2820,47.1700000000,92513.1326290260,78351.0765384618,10043.9209495429,0.0000000000,4118.1351410214
2821,71.7400000000,394960.1221900629,297427.1766686694,28584.8617985672,0.0000000000,68948.0837228263
2822,17.7700000000,265700.8672138941,189466.4776407447,81216.5281087337,0.0000000000,-4982.1385355842
2823,15.6500000000,40341.7020458111,42159.3955325777,13252.8757404953,0.0000000000,-15070.5692272619
2824,198.5000000000,832757.3194201825,554006.7580816030,32298.8503434544,66637.2143759100,179814.4966192151
2825,209.2900000000,2149192.4427586552,2088085.8730943436,54178.9378915214,0.0000000000,6927.6317727901
2826,171.4400000000,292799.7563375797,330321.7821555967,8620.5476753534,0.0000000000,-46142.5734933704
2827,115.7900000000,745036.4796437544,501575.9481494411,34383.2560779865,60108.8173477933,148968.4580685336
2828,59.4700000000,747811.1492345737,526375.6404340056,68376.1306443563,0.0000000000,153059.3781562118
2829,69.6100000000,539361.8256989962,546643.1068350258,40131.1544541010,0.0000000000,-47412.4355901306
2830,163.0800000000,322249.2002290218,214655.8822307044,17334.9711889589,42586.7001606307,47671.6466487278
2831,77.7900000000,510227.8787693827,339735.1352409469,52234.7338480673,49258.5710059081,68999.4386744604
2832,53.8600000000,229602.2191470905,161957.9794680987,22226.4750010337,0.0000000000,45417.7646779580
2833,44.3900000000,105610.2516816078,87346.7718405974,12203.1965150859,0.0000000000,6060.2833259245
2834,294.0600000000,743830.7976662321,667235.1862459665,13481.7445116499,0.0000000000,63113.8669086157
2835,7.3600000000,52739.8044324603,42023.2838384498,38520.7412132733,0.0000000000,-27804.2206192628
2836,48.8800000000,44919.4502540910,40151.6514900543,4668.7181568947,0.0000000000,99.0806071420
2837,115.9500000000,376446.1555999569,399031.8270191906,16487.2184609980,0.0000000000,-39072.8898802318
2838,13.2100000000,6055.6081865787,5611.7759462561,2295.8538303073,0.0000000000,-1852.0215899847
2839,1.1700000000,312.9196573670,323.4774829752,1348.3208575189,0.0000000000,-1358.8786831271
2840,103.8100000000,871199.6927481007,710617.5811509996,44143.0305152149,0.0000000000,116439.0810818862
2841,61.2400000000,159343.9125032440,121494.5216858027,14064.6278507513,0.0000000000,23784.7629666901
2842,102.7100000000,544679.2400416180,362735.1984241634,40314.8073242390,43030.6772529206,98598.5570402951
2843,185.6400000000,2127734.9779480039,1451945.6614108030,62435.3634394188,98721.6577150134,514632.2953827687
2844,50.3800000000,583214.6128971429,489220.9749229396,61538.7870912965,0.0000000000,32454.8508829068
2845,30.8200000000,90317.9334235953,67323.9784102680,15835.4607463069,0.0000000000,7158.4942670204
2846,82.0400000000,572112.4917735333,532462.6171841365,35992.8743510851,0.0000000000,3657.0002383116
2847,328.1100000000,1269129.2190096835,844326.0294369983,34284.8982586550,169271.9317972004,221246.3595168297
2848,5.0900000000,63195.9443202024,42132.2794312375,93743.0713177333,4996.0737962594,-77675.4802250278
2849,83.5400000000,43411.9950827075,43160.4192399851,2603.6590148817,0.0000000000,-2352.0831721593
2850,376.0400000000,2702234.2398493583,1801492.3189438009,56707.9701816102,262259.0287977223,581774.9219262250
2851,15.2500000000,169897.0445030659,113218.9539197684,84395.6279140999,13347.6771921536,-41065.2145229560
2852,57.5700000000,211498.2665709181,191329.4030352473,19042.8367817169,0.0000000000,1126.0267539538
2853,48.8400000000,58071.1780544747,44240.5200998807,6294.9021741410,0.0000000000,7535.7557804530
2854,137.7800000000,604451.7615663051,644655.5353336562,22756.0032748736,0.0000000000,-62959.7770422248
2855,68.0900000000,53382.1021157941,47002.8369374255,4057.5062202568,0.0000000000,2321.7589581117
2856,137.8800000000,34848.5038235198,23186.4299075325,2237.9798102175,4643.1277170333,4780.9663887364
2857,37.7200000000,426072.1050517878,330904.8923580445,60769.8841759043,0.0000000000,34397.3285178390
2858,11.6600000000,118998.7902775937,83534.2126626622,54388.0574887721,0.0000000000,-18923.4798738406
2859,219.5800000000,465125.7165626704,528889.5391195861,10982.2089948351,0.0000000000,-74746.0315517508
2860,114.8300000000,275373.8397371277,270484.9364824577,12173.1463125726,0.0000000000,-7284.2430579027
2861,82.1800000000,506428.2000424957,564499.4838240531,31780.5402992291,0.0000000000,-89851.8240807865
2862,76.1000000000,56614.6237483236,68526.8966914331,3733.6221476578,0.0000000000,-15645.8950907672
2863,122.3000000000,247467.8092010742,234397.4498807637,10455.5957743863,0.0000000000,2614.7635459243
2864,71.4800000000,120012.1664161544,108050.8948556209,8591.1538201157,0.0000000000,3370.1177404178
2865,23.3400000000,214037.8604952176,146583.5509001668,49950.7038141095,8493.8940888709,9009.7116920705
2866,40.2400000000,18663.9596151079,16453.4830244946,2364.8783728193,0.0000000000,-154.4017822059
2867,17.3900000000,47346.0742683922,48047.2772555494,13787.1748178409,0.0000000000,-14488.3778049981
2868,33.0000000000,146777.8814931333,139634.4062584049,23444.4648252633,0.0000000000,-16300.9895905350
2869,131.0200000000,608503.7982969964,544969.8910767371,23736.8312724695,0.0000000000,39797.0759477898
2870,198.1700000000,1329780.7091700984,1483333.6009925166,34712.4218481592,0.0000000000,-188265.3136705774
2871,154.0300000000,136678.6749271840,154906.5930664981,4462.4558622587,0.0000000000,-22690.3740015727
2872,24.6600000000,42760.0087695668,34848.8154116682,9234.4429802106,0.0000000000,-1323.2496223120
2873,1.1900000000,205.2634834064,136.9258428222,1508.4329712043,27.0056012128,-1467.1009318329
2874,65.8000000000,304521.6615789235,274463.5162407644,24217.7134150354,0.0000000000,5840.4319231236
2875,19.2500000000,26225.5623198040,17466.6683561249,12007.6756838947,3464.6575244046,-6713.4392446202
2876,42.5700000000,22173.1273200481,14776.5486308953,4534.9737903205,2915.4530328347,-53.8481340024
2877,131.2200000000,422564.0047366992,281709.6739703038,27953.2504196347,55524.9823424983,57376.0980042624
2878,47.3900000000,129843.8595861520,105939.7240761898,14081.2959330156,0.0000000000,9822.8395769467
2879,11.4900000000,8687.5034479228,9984.2671872673,3803.9180887075,0.0000000000,-5100.6818280519
2880,220.6200000000,258871.1440505922,188328.6946136650,6111.0578392841,0.0000000000,64431.3915976431
2881,1.9500000000,11586.2915236925,8605.0543145347,30861.3811785975,0.0000000000,-27880.1439694396
2882,146.2800000000,274960.9685891724,183234.8551885585,14187.1680181235,21704.7193192661,55834.2260632243
2883,162.9500000000,488252.9244252027,492108.9574663738,15422.1200771488,0.0000000000,-19278.1531183200
2884,47.4400000000,67609.6539500639,67818.0663288311,7251.9925617852,0.0000000000,-7460.4049405524
2885,175.4600000000,194489.0373400569,238757.0774738891,5599.3884784039,0.0000000000,-49867.4286122361
2886,123.2500000000,374316.1388557337,347276.2038724364,16125.1105871672,0.0000000000,10914.8243961300
2887,43.8400000000,199192.5723104016,138779.6019978507,23719.7337408232,9172.2105158928,27521.0260558350
2888,133.3200000000,1377107.7068160987,916496.0284034623,82554.7757460994,133946.9618739731,244109.9407925638
2889,30.8600000000,121294.3717653777,91067.4127913830,20434.1085829060,0.0000000000,9792.8503910888
2890,149.4100000000,1031338.3664580858,687577.9406930641,52034.1157818508,82003.4710422650,209722.8389409058
2891,10.5900000000,42070.3898661280,31125.5041557537,20626.9380597524,0.0000000000,-9682.0523493781
2892,29.6100000000,6170.1192836511,5390.7030463629,1045.7834911868,0.0000000000,-266.3672538986
2893,128.6800000000,915020.2212608817,701395.9014883341,37695.5789262829,0.0000000000,175928.7408462648
2894,61.5700000000,5382.9646205007,5382.0621984972,445.2402022074,0.0000000000,-444.3377802039
2895,34.9900000000,138780.1927361555,141598.6555298869,20166.2228482661,0.0000000000,-22984.6856419975
2896,53.1200000000,467420.6392155511,312772.5371289251,48005.6937048307,33562.5218350928,73079.8865467025
2897,317.4500000000,2243568.6309294645,1503073.2024565977,38523.1809652074,163751.8911259899,538220.3563816694
2898,40.0100000000,2853.5164677963,2533.7454199344,358.2257726141,0.0000000000,-38.4547247522
2899,145.1700000000,1237718.1222405471,1120531.5674213851,44276.8039207811,0.0000000000,72909.7508983809
2900,66.8600000000,227433.1380154747,180805.9503664110,17596.5647180577,0.0000000000,29030.6229310060
2901,40.4700000000,349070.4345569478,232538.1828108165,75553.3334143128,45959.8880905014,-4980.9697586829
2902,395.1500000000,109287.0182678995,132186.2639049625,1400.5006585517,0.0000000000,-24299.7462956148
2903,131.8600000000,658025.9282188687,741960.2692581807,25605.8349950919,0.0000000000,-109540.1760344040
2904,195.0400000000,1388849.6033682339,925923.3481423431,56070.3430776263,133825.5617351091,273030.3504131554
2905,156.6100000000,288903.8352743188,377612.9751268408,9318.8575390772,0.0000000000,-98027.9973915992
2906,49.9200000000,293253.3243039297,251738.5079191073,30202.7669265693,0.0000000000,11312.0494582532
2907,27.4100000000,84791.1638927198,97394.0795853947,15810.1242911189,0.0000000000,-28413.0399837938
2908,254.7500000000,20473.3618462156,21848.9100327828,403.1639641359,0.0000000000,-1778.7121507030
2909,135.1700000000,1594272.0317535466,1118100.5361567196,62879.5605311679,26376.6641357195,386915.2709299396
2910,12.7700000000,109480.7024419729,88306.8679402501,45047.0974168697,0.0000000000,-23873.2629151469
2911,35.8500000000,249354.1302966633,205420.2772463783,36274.5281468555,0.0000000000,7659.3249034295
2912,2.9700000000,3656.0639051900,2738.9736034243,6659.6528111856,0.0000000000,-5742.5625094198
2913,19.5400000000,43275.6766244730,30695.3779116490,11547.0870531772,0.0000000000,1033.2116596468
2914,60.2900000000,5186.5343923115,5144.9342899116,433.8647671782,0.0000000000,-392.2646647783
2915,94.0100000000,520246.1297847399,346026.8846230335,49175.8336314504,69299.1223523767,55744.2891778793
2916,5.1500000000,22263.0179304154,15935.4685229153,22530.7503159578,0.0000000000,-16203.2009084576
2917,56.8600000000,43337.9588261907,37050.3137907255,3893.9623051677,0.0000000000,2393.6827302975
2918,198.5500000000,181962.1232390922,278686.5787676725,4612.5555585155,0.0000000000,-101337.0110870958
2919,60.8700000000,404633.7403976849,293678.1816327522,36013.9456485120,0.0000000000,74941.6131164207
2920,13.9500000000,103089.7708688108,69369.6624757399,38653.8950273583,11400.5703440090,-16334.3569782964
2921,25.1400000000,21788.2008523013,14516.5154686051,6572.1601812424,1713.0992811413,-1013.5740786875
2922,7.5600000000,27226.5166790325,23450.7003509223,18653.2725553961,0.0000000000,-14877.4562272858
2923,134.4500000000,1491037.3218060327,1133849.8633813849,59981.6175183072,0.0000000000,297205.8409063406
2924,13.2100000000,49414.4797326129,40636.4935745624,19194.4443101343,0.0000000000,-10416.4581520839
2925,11.3300000000,48435.5370026373,32664.9751574789,23310.1062799767,2855.5088965876,-10395.0533314059
2926,70.3300000000,90030.0140556443,59925.6148152392,10240.8930822410,8709.0391396536,11154.4670185105
2927,22.7300000000,80330.3030060718,55209.8699980844,18462.0178232864,5470.3200514976,1188.0951332034
2928,54.1500000000,51396.8583529681,34240.0849720397,8308.5654377185,6770.0833703531,2078.1245728567
2929,11.4500000000,95042.2016803460,103933.5853432272,43119.2196152030,0.0000000000,-52010.6032780842
2930,36.2000000000,179960.3322336415,128223.1150218783,25893.4465219457,0.0000000000,25843.7706898175
2931,7.8200000000,30037.9434456869,25868.4097880859,19764.3544887458,0.0000000000,-15594.8208311447
2932,73.3500000000,67230.8717988819,53751.8346552564,4744.6954622277,0.0000000000,8734.3416813978
2933,113.4800000000,887076.1749593108,591373.6690782669,67908.3385281973,116787.6823904994,111006.4849623472
2934,53.8600000000,352658.7938232180,279174.2456104450,33907.7407736273,0.0000000000,39576.8074391456
2935,111.8700000000,1263904.0245510514,1145698.4813759550,59877.4328275395,0.0000000000,58328.1103475569
2936,164.0200000000,7141.8153328320,7748.6257113035,221.7388870022,0.0000000000,-828.5492654736
2937,30.0900000000,24992.2213661230,16657.9029508816,6551.9464644514,2405.4754621320,-623.1035113420
2938,40.7300000000,192226.6375731608,185938.5842556422,24486.3932108449,0.0000000000,-18198.3398933263
2939,26.5000000000,218218.4027524611,145200.6034188502,73158.1076277220,28961.2296796455,-29101.5379737565
2940,78.8400000000,294851.4529187657,341841.7479909360,19166.8105628239,0.0000000000,-66157.1056349942
2941,2.3500000000,201.0666484397,140.9644347396,446.3909160846,4.6793875100,-390.9680898944
2942,152.4700000000,72085.6618507600,71258.6840201451,2383.4695586871,0.0000000000,-1556.4917280722
2943,36.3200000000,170821.1747812521,153936.2697263513,24133.3427579000,0.0000000000,-7248.4377029992
2944,8.0800000000,12687.7499119777,11159.5465184071,7977.5264929402,0.0000000000,-6449.3230993696
2945,81.7700000000,219101.0235397065,145816.8671542770,20588.3970148216,17388.2861791843,35307.4731914236
2946,9.1400000000,4619.9130235673,4960.4958351099,2536.7253091534,0.0000000000,-2877.3081206959
2947,20.8300000000,51192.4660403687,42702.0598429075,12540.9058519641,0.0000000000,-4050.4996545030
2948,354.7600000000,3726340.5945596723,2481336.3421480376,79952.2986623770,297589.8920056510,867462.0617436066
2949,41.4000000000,159576.3852336307,185625.4908842064,19746.5118548493,0.0000000000,-45795.6175054250
2950,16.5800000000,73698.6496199364,49069.1768868290,39081.2735067507,9740.8922079383,-24192.6929815815
2951,60.7600000000,335112.4066095366,283356.5601070377,28322.6938833578,0.0000000000,23433.1526191412
2952,44.6100000000,276475.4244747619,184285.5611070931,48796.4012920325,26508.8216533222,16884.6404223141
2953,18.6600000000,8811.4712971851,7584.5482986612,2382.5303501398,0.0000000000,-1155.6073516160
2954,78.8700000000,58174.0820347406,53313.0055043919,3751.7507788110,0.0000000000,1109.3257515377
2955,44.8100000000,39369.8239312731,35702.2947393407,4490.4626781069,0.0000000000,-822.9334861745
2956,29.1900000000,351194.0530866311,261277.3657693402,63807.5768427117,0.0000000000,26109.1104745792
2957,67.8800000000,713553.3798211160,608320.6375673097,56328.9947556192,0.0000000000,48903.7474981871
2958,53.5600000000,238609.2613150326,199005.2161721316,22841.6572232811,0.0000000000,16762.3879196199
2959,57.9900000000,310059.9400623430,206703.0702865036,42086.8705659356,29843.1998427076,31426.7993671962
2960,71.9400000000,481519.7986197722,397909.2173865146,35129.1982562651,0.0000000000,48481.3829769925
2961,63.8700000000,21080.6949293422,20296.9086956562,1670.7155280433,0.0000000000,-886.9292943573
2962,26.6600000000,79511.0913456726,52887.0899013396,24029.9760226911,7743.5186717170,-5149.4932500750
2963,446.6700000000,59975.2389454017,100868.6072725665,672.4713465153,0.0000000000,-41565.8396736800
2964,148.2900000000,63273.0853498865,42130.7211072252,3751.4197651381,8387.1710060912,9003.7734714321
2965,272.4400000000,15163.3877728384,18942.3579365211,278.9801907399,0.0000000000,-4057.9503544225
2966,50.4700000000,152691.0643925372,133811.1498935337,15431.8112891493,0.0000000000,3448.1032098542
2967,106.1200000000,19671.9024704481,18959.9762927198,938.7222661764,0.0000000000,-226.7960884481
2968,32.1200000000,409760.0330059521,340977.1873905582,67768.6454440497,0.0000000000,1014.2001713443
2969,73.7500000000,71911.5931738239,76419.6625200562,4903.5922448267,0.0000000000,-9411.6615910590
2970,46.9200000000,44501.8442467284,53200.8762531536,4761.9585389192,0.0000000000,-13460.9905453444
2971,26.7700000000,124284.3994357137,100050.4945246414,24769.0168138504,0.0000000000,-535.1119027781
2972,33.5500000000,287374.5398122804,226881.3277193151,45218.6117108152,0.0000000000,15274.6003821501
2973,42.7300000000,28730.3677415157,19119.4174372159,5974.6838048765,3808.9867453653,-172.7202459421
2974,72.6500000000,49413.7341957158,32892.2932175613,6002.3416322496,6541.9624486135,3977.1368972913
2975,44.3900000000,228937.0419063093,191425.8016078657,26505.4613584588,0.0000000000,11005.7789399848
2976,17.6200000000,116865.3346547320,86538.5447678247,35187.4742640503,0.0000000000,-4860.6843771431
2977,14.1100000000,51775.3965256633,34471.5905722086,32325.7541018077,6835.6667961090,-21857.6149444620
2978,192.5000000000,714827.3406125898,677890.2167264948,18902.9183449726,0.0000000000,18034.2055411225
