policy_id,premium_pp,pv_premiums,pv_claims,pv_expenses,pv_commissions,pv_net_cf
38,240.5500000000,457618.1684550333,417461.8618340679,10099.1582402824,0.0000000000,30057.1483806830
39,126.8000000000,343727.4379603456,460073.2083145769,13782.3138528201,0.0000000000,-130128.0842070514
40,36.0000000000,20360.4034719416,18587.2044530825,2838.3795378335,0.0000000000,-1065.1805189744
41,67.9300000000,269884.4382368884,240040.6006586600,20353.7098256679,0.0000000000,9490.1277525605
42,4.5100000000,21071.7622895792,16589.2753846209,24550.2490633909,0.0000000000,-20067.7621584325
43,72.6700000000,737638.7721204958,658525.5148920512,53607.7117790249,0.0000000000,25505.5454494197
44,25.6700000000,173544.3673930561,159693.0795501632,35190.8560556268,0.0000000000,-21339.5682127340
45,100.9900000000,1469195.4745836647,1062397.1723469463,78967.3127845550,0.0000000000,327830.9894521634
46,4.2300000000,13377.8925522071,13681.5829560652,16317.1057822524,0.0000000000,-16620.7961861105
47,14.4700000000,101318.5255182403,85121.2712000116,37378.3415819444,0.0000000000,-21181.0872637157
48,27.2600000000,121668.4336801771,99401.5263808465,23918.2052931714,0.0000000000,-1651.2979938407
49,36.9000000000,41910.0739507849,42556.5484501419,5772.4331411237,0.0000000000,-6418.9076404807
50,40.3400000000,322.4325789755,376.0787043755,39.9809363930,0.0000000000,-93.6270617930
51,39.2500000000,362309.1819604392,320395.8468089311,49028.9975507657,0.0000000000,-7115.6623992576
52,126.8600000000,868694.4431371773,675483.5211808521,36246.2445458503,0.0000000000,156964.6774104749
53,58.0400000000,24829.8552124709,24123.9413647916,2148.7781034569,0.0000000000,-1442.8642557776
54,12.7400000000,121631.7302175226,80968.4685688849,73615.3271565036,9653.2224927320,-42605.2880005979
55,2.9200000000,18807.4022187306,12552.3950983300,55993.6933164857,2468.0417759003,-52206.7279719853
56,53.4700000000,124751.0654879253,83119.1760946364,20411.8627887815,16410.2171478410,4809.8094566664
57,9.3000000000,19050.5083230723,14845.7288511083,10990.3048745568,0.0000000000,-6785.5254025928
58,42.5400000000,77161.4844549200,64342.2789427099,9405.7355003159,0.0000000000,3413.4700118942
59,53.5300000000,49081.3828476767,44366.4086357838,4776.3577768554,0.0000000000,-61.3835649625
60,109.4300000000,783847.5671324276,629850.0413828498,37012.3447085862,0.0000000000,116985.1810409915
61,206.0400000000,492531.5289254435,531156.9355654600,12202.4644138222,0.0000000000,-50827.8710538387
62,23.3800000000,142138.7722351975,127902.2168134839,32381.5522706580,0.0000000000,-18144.9968489444
63,84.8100000000,409356.7908507102,366885.7792717015,24678.7863609437,0.0000000000,17792.2252180651
64,136.3100000000,192310.4449020379,255360.7125644029,7124.0531161879,0.0000000000,-70174.3207785529
65,21.4600000000,21932.5515344796,14622.3210658783,7676.6568072922,1718.1802768893,-2084.6066155803
66,263.8600000000,1842336.0115854349,2077310.6131898202,36399.1473031871,0.0000000000,-271373.7489075724
67,77.0600000000,361447.2466115101,308793.0174251067,25053.3044279738,0.0000000000,27600.9247584295
68,117.8700000000,524402.3090822489,349174.9079407392,35372.8058830588,50779.3472947461,89075.2479637049
69,100.7700000000,188557.0913046909,199909.1349391579,9547.9239551726,0.0000000000,-20899.9675896396
70,269.1000000000,1675690.9862216511,2016237.3016100789,32171.6381817828,0.0000000000,-372717.9535702106
71,119.4500000000,394246.6294543047,356573.3615621723,16868.5014255053,0.0000000000,20804.7664666271
72,41.0400000000,42796.1350138223,40144.7973106262,5325.1845087853,0.0000000000,-2673.8468055892
73,33.1800000000,47225.6775025262,31471.2173886390,11235.4637495441,4544.6921694550,-25.6958051120
74,67.4000000000,122872.0868820049,133798.7925260582,9186.7318684131,0.0000000000,-20113.4375124664
