policy_id,scr_life,life_mort,life_longev,life_lapse,life_exps,lapse_up,lapse_down,lapse_mass,nav_base
210,1202085.9017770917,1308.7126076398417,0,1199917.5316445506,4321.312273688149,475679.4184199935,0,1199917.5316445506,2939210.516136779
211,1199461.257411029,2610.3240932864137,0,1197292.1991414481,4316.091156094335,474371.19936378347,0,1197292.1991414481,2932610.947457183
212,1201871.3113657872,1415.0015845261514,0,1199702.933669594,4320.895183108281,475569.5639212979,0,1199702.933669594,2938671.0896806265
213,1199014.2032217535,2831.318272688426,0,1196844.8765097046,4315.224792915396,474139.95523795485,0,1196844.8765097046,2931486.498537119
214,1201637.223365387,1531.1265550763346,0,1199468.8276749118,4320.437345534097,475448.7514111083,0,1199468.8276749118,2938082.6028412664
215,1198496.0896990981,3087.219185410533,0,1196326.4027738206,4314.217404903378,473876.29490781017,0,1196326.4027738206,2930183.20494667
216,1201379.377070031,1659.2309228340164,0,1199210.9511985898,4319.926762549672,475316.4822405963,0,1199210.9511985898,2937434.336820467
217,1197917.1376006592,3372.973545122426,0,1195746.9806843475,4313.097239762545,473579.39806982223,0,1195746.9806843475,2928726.7043136293
218,1201089.9777235163,1802.9249671907164,0,1198921.5030579588,4319.351194948889,475170.1880324958,0,1198921.5030579588,2936706.7091409788
219,1197280.067981252,3687.394447939936,0,1195109.3109866031,4311.870920798741,473246.5941887619,0,1195109.3109866031,2927123.7580842436
220,1200769.06072062,1962.0347113977186,0,1198600.5103441612,4318.716795813758,475008.0634184098,0,1198600.5103441612,2935899.803360208
221,1196567.50018297,4039.1386606707238,0,1194395.9732692002,4310.497746704612,472871.4403740028,0,1194395.9732692002,2925330.558714512
222,1200407.2044549775,2141.2184812226333,0,1198238.5431552706,4318.002768270671,474827.06227201177,0,1198238.5431552706,2934989.9144551535
223,1195755.9200415518,4439.604085358325,0,1193583.3913017912,4308.929258445278,472445.5183779299,0,1193583.3913017912,2923287.853066347
224,1200000.7525131367,2342.1248144879937,0,1197831.9318356777,4317.207962382119,474623.6737581752,0,1197831.9318356777,2933967.8326369897
225,1194828.8001750256,4896.639860586729,0,1192654.968022641,4307.126098089851,471964.3224694934,0,1192654.968022641,2920953.9061716604
226,1199550.5234189304,2564.7640982358716,0,1197381.4877822204,4316.324541729409,474398.58103661565,0,1197381.4877822204,2932835.547131325
227,1193778.009603801,5414.093985201791,0,1191602.4963236253,4305.065628874581,471426.38265543105,0,1191602.4963236253,2918308.063555218
228,1199067.145841691,2804.091495349072,0,1196897.833597582,4315.3728739619255,474153.82566718245,0,1196897.833597582,2931619.731437221
229,1192603.5874540268,5991.410498136189,0,1190425.938395136,4302.746979905758,470832.67496730015,0,1190425.938395136,2915350.2199225267
230,1198552.9328920138,3059.052619205788,0,1196383.2743188774,4314.356103270315,473889.3542955383,0,1196383.2743188774,2930326.1658268836
231,1191309.7437079947,6627.384754499886,0,1189129.422395149,4300.170373194851,470184.73738373676,0,1189129.422395149,2912090.699700218
232,1197994.4660713028,3336.566790102981,0,1195824.3779746115,4313.229897458106,473605.661778938,0,1195824.3779746115,2928921.0530442214
233,1189888.9536149146,7325.408184188418,0,1187705.3124970023,4297.315359770786,469483.4544726047,0,1187705.3124970023,2908510.3015426653
234,1197386.1883605786,3639.384442000184,0,1195215.571447061,4311.97290038364,473306.3823593091,0,1195215.571447061,2927390.38244003
235,1188350.119425726,8080.0557979051955,0,1186162.4265790018,4294.207737792283,468732.4263006728,0,1186162.4265790018,2904631.2126789712
236,1196718.7494226836,3971.6793814306147,0,1194547.476742798,4310.565982717089,472993.82383856643,0,1194547.476742798,2925710.629795678
237,1186694.212811846,8891.12334936671,0,1184501.6217576547,4290.854412791785,467929.8826794699,0,1184501.6217576547,2900455.587263908
238,1196008.0301952644,4325.025485823397,0,1193835.9633834295,4309.058162769303,472672.6955570313,0,1193835.9633834295,2923921.747943648
239,1184918.4529719984,9761.04412929155,0,1182719.98485995,4287.2323086624965,467078.29314122023,0,1182719.98485995,2895976.0233671837
240,1195273.4336450994,4689.612538497895,0,1193100.436722404,4307.501382287126,472347.25993614877,0,1193100.436722404,2922072.5382786915
241,1183021.90661126,10687.917065673973,0,1180816.4627290196,4283.344954018947,466184.06265827455,0,1180816.4627290196,2891189.918833334
242,1194528.3297170803,5058.818251595832,0,1192354.272994895,4305.929999062326,472019.58746191254,0,1192354.272994895,2920196.624299512
243,1181030.3975772008,11658.697367449757,0,1178816.8379329343,4279.27364071412,465246.35227854596,0,1178816.8379329343,2886162.1394064124
244,1193803.2846638942,5417.283355969936,0,1191628.0733409366,4304.432857367676,471688.96224228945,0,1191628.0733409366,2918370.9521506466
245,1178931.5981329028,12675.891144255176,0,1176708.6287165063,4275.032086307183,464254.5132383667,0,1176708.6287165063,2880861.4397335155
246,1193072.9335027281,5777.42280502012,0,1190896.4346701892,4302.9622750189155,471342.1579335942,0,1190896.4346701892,2916531.66946053
247,1176696.9691322877,13749.396879454143,0,1174463.0515238002,4270.593979733996,463193.8123419848,0,1174463.0515238002,2875215.5561006134
248,1192312.7765689343,6151.094143995084,0,1190134.803175072,4301.478580656927,470963.3809387693,0,1190134.803175072,2914617.0657676123
249,1174278.4242461289,14894.854641290382,0,1172031.6580529048,4265.9132522693835,462044.5863036439,0,1172031.6580529048,2869102.8812857238
250,1191503.4657401624,6547.9169798549265,0,1189323.7733905485,4299.946266150102,470537.4238385791,0,1189323.7733905485,2912578.3244137657
251,1171638.6780751033,16135.190505228005,0,1169376.6449028794,4260.88525500102,460776.49934819667,0,1169376.6449028794,2862428.0996427108
252,1190589.711512279,6993.853149479721,0,1188407.91631153,4298.243070482276,470045.1876495611,0,1188407.91631153,2910276.0935170446
253,1168727.0660378376,17490.590361150447,0,1166446.7475500752,4255.398834408261,459380.4455476231,0,1166446.7475500752,2855062.2465026327
254,1189522.4630353819,7512.691582962405,0,1187338.0146807581,4296.242927033454,469475.5118229259,0,1187338.0146807581,2907586.581793735
255,1165515.0582032145,18980.42837017961,0,1163212.7111807952,4249.3505362547,457831.93533102097,0,1163212.7111807952,2846931.420373553
256,1188281.9035318033,8114.208524527028,0,1186094.1000405275,4293.89991396945,468821.30275259353,0,1186094.1000405275,2904459.5630882718
257,1161990.3836613959,20614.80448840186,0,1159661.530461567,4242.690352547914,456106.4499465283,0,1159661.530461567,2838002.6249873796
258,1186863.3181087696,8800.452472289093,0,1184671.3144199555,4291.205432481598,468077.90543284593,0,1184671.3144199555,2900882.796965508
259,1158026.0890875128,22439.441720699426,0,1155664.735715911,4235.189037970267,454202.30246659415,0,1155664.735715911,2827953.106753938
260,1185233.4806899286,9584.602919680066,0,1183036.1887035433,4288.100169466343,467238.21848775307,0,1183036.1887035433,2896772.2088396335
261,1153571.7396396657,24497.421383090317,0,1151170.0349210252,4226.613417014945,452071.5613085283,0,1151170.0349210252,2816650.555122014
262,1183360.6270419683,10485.79919655947,0,1181156.6178755143,4284.48328355886,466292.44451972423,0,1181156.6178755143,2892046.9279409302
263,1148614.847118939,26796.020351178944,0,1146163.3843549315,4216.899990793318,449715.24906550907,0,1146163.3843549315,2804059.3120375434
264,1181226.8135910882,11508.876158540603,0,1179014.33508616,4280.335052846465,465240.9733429109,0,1179014.33508616,2886661.116727054
265,1143168.3789728123,29323.3364289999,0,1140656.3954368327,4206.097927627619,447143.4525525691,0,1140656.3954368327,2790208.474097652
266,1178819.5519559532,12657.483248583507,0,1176596.475619443,4275.65198352281,464077.3974617305,0,1176596.475619443,2880582.4889900414
267,1137224.7743522436,32068.841674061026,0,1134640.0127639456,4194.258845969569,444374.5493380837,0,1134640.0127639456,2775075.407795895
268,1176155.928958982,13923.412054767832,0,1173919.8140420483,4270.488498532213,462793.36257618526,0,1173919.8140420483,2873853.1563427225
269,1130829.4856557872,34997.812069936655,0,1128158.83126087,4181.567118551582,441414.44509194465,0,1128158.83126087,2758772.331720343
270,1173202.0218960766,15310.203876945656,0,1170949.9642635481,4264.850225222763,461385.54067480005,0,1170949.9642635481,2866386.9746157164
271,1123972.2091705664,38110.27974738274,0,1121200.7584983273,4168.029514138121,438233.6362980176,0,1121200.7584983273,2741268.5338269626
272,1169933.424097103,16830.624421279877,0,1167661.87296391,4258.700754167512,459820.6795615647,0,1167661.87296391,2858120.8195466236
273,1116570.3370576836,41440.5974492738,0,1113679.9587300478,4153.465845676139,434794.5736312093,0,1113679.9587300478,2722347.6553723235
274,1166253.7581121293,18528.249145649374,0,1163957.9378843391,4251.857341481373,458053.78320987336,0,1163957.9378843391,2848809.2485611895
275,1108559.432278747,45016.44292592537,0,1105528.3485236473,4137.7069471487775,431066.0650558807,0,1105528.3485236473,2701837.718421706
276,1162056.4890053363,20433.28570246836,0,1159730.2584901252,4244.19163715234,456074.9384299908,0,1159730.2584901252,2838181.33766809
277,1099853.228134204,48858.036945914384,0,1096655.56287628,4120.663405316882,427010.52918769093,0,1096655.56287628,2679511.231203953
278,1157272.3731732932,22586.28988259984,0,1154907.6973985902,4235.527736248914,453812.06010310585,0,1154907.6973985902,2826057.6786526837
279,1090370.2289818756,52979.05464013247,0,1086975.5735030388,4102.266013852321,422580.360092205,0,1086975.5735030388,2655151.409718808
280,1151805.5924107635,25025.924117732327,0,1149392.0611441962,4225.697447290644,451208.84529015934,0,1149392.0611441962,2812191.133891716
281,1079974.5588149284,57422.93021187326,0,1076345.6038363986,4082.260681330692,417702.71771055786,0,1076345.6038363986,2628398.0386731355
282,1145474.218244328,27817.505946796387,0,1142997.8035138021,4214.369132454041,448238.1800331059,0,1142997.8035138021,2796115.105429382
283,1068605.1549606388,62252.8711913391,0,1064695.1651635852,4060.220315132756,412319.4852031404,0,1064695.1651635852,2598806.2846916565
284,1138171.2309886294,31016.381093510892,0,1135613.4658839814,4201.2421488165855,444821.20362628717,0,1135613.4658839814,2777548.263951215
285,1056240.405293757,67512.86285655061,0,1051992.2313627244,4035.800129433628,406386.114287436,0,1051992.2313627244,2565964.667729186
286,1129808.7507857815,34665.17069603037,0,1127145.8503315833,4186.053819017485,440891.55594279245,0,1127145.8503315833,2756255.004864722
287,1042651.0930793551,73226.68659508694,0,1037995.8207185972,4008.676916438155,399824.87337233033,0,1037995.8207185972,2529768.375479956
288,1120280.9602398542,38812.37315059872,0,1117482.2428466426,4168.474396734964,436398.58023439534,0,1117482.2428466426,2731950.344683212
289,1027826.7613976655,79393.56066004746,0,1022683.660046638,3978.627436671406,392618.1201931909,0,1022683.660046638,2490169.2230581325
290,1109500.9760910259,43490.01418106817,0,1106527.6632394874,4148.250014490914,431302.41247646185,0,1106527.6632394874,2704393.8023857116
291,1011800.807770494,85998.89962820755,0,1006076.7277477083,3945.4855467649177,384771.74655119283,0,1006076.7277477083,2447215.7735817614
292,1097561.1521940602,48720.83313924959,0,1094365.0342030476,4125.157082455233,425606.8048276864,0,1094365.0342030476,2673283.4323248933
293,994608.7267776182,93030.0717767356,0,988196.2607846102,3909.1041304254904,376302.11261392594,0,988196.2607846102,2400917.517330153
294,1084385.7993857407,54503.1474811784,0,1080908.2842516243,4099.090294870548,419281.66383767175,0,1080908.2842516243,2638474.095580119
295,976138.9487602913,100505.47617369564,0,968910.5021037755,3869.2178608821705,367216.82319664396,0,968910.5021037755,2351082.6028278316
296,1069771.749337053,60842.401431431994,0,1065941.4460216279,4069.882887379732,412268.86376794986,0,1065941.4460216279,2599794.303647338
297,956529.7988569061,108329.71432402404,0,948347.7807616817,3826.1625392269343,357596.9750536592,0,948347.7807616817,2298078.9255249756
298,1053703.301875855,67714.43161480548,0,1049435.7338992755,4037.4522248744033,404554.7241379535,0,1049435.7338992755,2557190.764898183
299,935973.8098140946,116372.66656713234,0,926696.6886538602,3780.4797744276,347535.4608443398,0,926696.6886538602,2242406.3150801933
300,1036225.5569429123,75065.9179625581,0,1031423.6307458037,4001.8388846497983,396138.6461830572,0,1031423.6307458037,2510715.051976551
